x,y,r
-1.0143,-1.456,0.32
-0.6086,-1.456,0.32
-0.2029,-1.456,0.32
0.2029,-1.456,0.32
0.6086,-1.456,0.32
1.0143,-1.456,0.32
-1.0143,-1.092,0.32
-0.6086,-1.092,0.32
-0.2029,-1.092,0.32
0.2029,-1.092,0.32
0.6086,-1.092,0.32
1.0143,-1.092,0.32
-1.0143,-0.728,0.32
-0.6086,-0.728,0.32
-0.2029,-0.728,0.32
0.2029,-0.728,0.32
0.6086,-0.728,0.32
1.0143,-0.728,0.32
-1.0143,-0.364,0.32
-0.6086,-0.364,0.32
-0.2029,-0.364,0.32
0.2029,-0.364,0.32
0.6086,-0.364,0.32
1.0143,-0.364,0.32
-1.0143,0.0,0.32
-0.6086,0.0,0.32
-0.2029,0.0,0.32
0.2029,0.0,0.32
0.6086,0.0,0.32
1.0143,0.0,0.32
-1.0143,0.364,0.32
-0.6086,0.364,0.32
-0.2029,0.364,0.32
0.2029,0.364,0.32
0.6086,0.364,0.32
1.0143,0.364,0.32
-1.0143,0.728,0.32
-0.6086,0.728,0.32
-0.2029,0.728,0.32
0.2029,0.728,0.32
0.6086,0.728,0.32
1.0143,0.728,0.32
-1.0143,1.092,0.32
-0.6086,1.092,0.32
-0.2029,1.092,0.32
0.2029,1.092,0.32
0.6086,1.092,0.32
1.0143,1.092,0.32
-1.0143,1.456,0.32
-0.6086,1.456,0.32
-0.2029,1.456,0.32
0.2029,1.456,0.32
0.6086,1.456,0.32
1.0143,1.456,0.32
