x,y,r
-1.0573,-1.4657,0.12
-0.8947,-1.4657,0.12
-0.732,-1.4657,0.12
-0.5693,-1.4657,0.12
-0.4067,-1.4657,0.12
-0.244,-1.4657,0.12
-0.0813,-1.4657,0.12
0.0813,-1.4657,0.12
0.244,-1.4657,0.12
0.4067,-1.4657,0.12
0.5693,-1.4657,0.12
0.732,-1.4657,0.12
0.8947,-1.4657,0.12
1.0573,-1.4657,0.12
-1.0573,-1.3114,0.12
-0.8947,-1.3114,0.12
-0.732,-1.3114,0.12
-0.5693,-1.3114,0.12
-0.4067,-1.3114,0.12
-0.244,-1.3114,0.12
-0.0813,-1.3114,0.12
0.0813,-1.3114,0.12
0.244,-1.3114,0.12
0.4067,-1.3114,0.12
0.5693,-1.3114,0.12
0.732,-1.3114,0.12
0.8947,-1.3114,0.12
1.0573,-1.3114,0.12
-1.0573,-1.1571,0.12
-0.8947,-1.1571,0.12
-0.732,-1.1571,0.12
-0.5693,-1.1571,0.12
-0.4067,-1.1571,0.12
-0.244,-1.1571,0.12
-0.0813,-1.1571,0.12
0.0813,-1.1571,0.12
0.244,-1.1571,0.12
0.4067,-1.1571,0.12
0.5693,-1.1571,0.12
0.732,-1.1571,0.12
0.8947,-1.1571,0.12
1.0573,-1.1571,0.12
-1.0573,-1.0029,0.12
-0.8947,-1.0029,0.12
-0.732,-1.0029,0.12
-0.5693,-1.0029,0.12
-0.4067,-1.0029,0.12
-0.244,-1.0029,0.12
-0.0813,-1.0029,0.12
0.0813,-1.0029,0.12
0.244,-1.0029,0.12
0.4067,-1.0029,0.12
0.5693,-1.0029,0.12
0.732,-1.0029,0.12
0.8947,-1.0029,0.12
1.0573,-1.0029,0.12
-1.0573,-0.8486,0.12
-0.8947,-0.8486,0.12
-0.732,-0.8486,0.12
-0.5693,-0.8486,0.12
-0.4067,-0.8486,0.12
-0.244,-0.8486,0.12
-0.0813,-0.8486,0.12
0.0813,-0.8486,0.12
0.244,-0.8486,0.12
0.4067,-0.8486,0.12
0.5693,-0.8486,0.12
0.732,-0.8486,0.12
0.8947,-0.8486,0.12
1.0573,-0.8486,0.12
-1.0573,-0.6943,0.12
-0.8947,-0.6943,0.12
-0.732,-0.6943,0.12
-0.5693,-0.6943,0.12
-0.4067,-0.6943,0.12
-0.244,-0.6943,0.12
-0.0813,-0.6943,0.12
0.0813,-0.6943,0.12
0.244,-0.6943,0.12
0.4067,-0.6943,0.12
0.5693,-0.6943,0.12
0.732,-0.6943,0.12
0.8947,-0.6943,0.12
1.0573,-0.6943,0.12
-1.0573,-0.54,0.12
-0.8947,-0.54,0.12
-0.732,-0.54,0.12
-0.5693,-0.54,0.12
-0.4067,-0.54,0.12
-0.244,-0.54,0.12
-0.0813,-0.54,0.12
0.0813,-0.54,0.12
0.244,-0.54,0.12
0.4067,-0.54,0.12
0.5693,-0.54,0.12
0.732,-0.54,0.12
0.8947,-0.54,0.12
1.0573,-0.54,0.12
-1.0573,-0.3857,0.12
-0.8947,-0.3857,0.12
-0.732,-0.3857,0.12
-0.5693,-0.3857,0.12
-0.4067,-0.3857,0.12
-0.244,-0.3857,0.12
-0.0813,-0.3857,0.12
0.0813,-0.3857,0.12
0.244,-0.3857,0.12
0.4067,-0.3857,0.12
0.5693,-0.3857,0.12
0.732,-0.3857,0.12
0.8947,-0.3857,0.12
1.0573,-0.3857,0.12
-1.0573,-0.2314,0.12
-0.8947,-0.2314,0.12
-0.732,-0.2314,0.12
-0.5693,-0.2314,0.12
-0.4067,-0.2314,0.12
-0.244,-0.2314,0.12
