x,y,r
-1.0,-1.425,0.4
-0.5,-1.425,0.4
0.0,-1.425,0.4
0.5,-1.425,0.4
1.0,-1.425,0.4
-1.0,-0.95,0.4
-0.5,-0.95,0.4
0.0,-0.95,0.4
0.5,-0.95,0.4
1.0,-0.95,0.4
-1.0,-0.475,0.4
-0.5,-0.475,0.4
0.0,-0.475,0.4
0.5,-0.475,0.4
1.0,-0.475,0.4
-1.0,0.0,0.4
-0.5,0.0,0.4
0.0,0.0,0.4
0.5,0.0,0.4
1.0,0.0,0.4
-1.0,0.475,0.4
-0.5,0.475,0.4
0.0,0.475,0.4
0.5,0.475,0.4
1.0,0.475,0.4
-1.0,0.95,0.4
-0.5,0.95,0.4
0.0,0.95,0.4
0.5,0.95,0.4
1.0,0.95,0.4
-1.0,1.425,0.4
-0.5,1.425,0.4
0.0,1.425,0.4
0.5,1.425,0.4
1.0,1.425,0.4
