config	experiment	group	mazeFile	numStartingPositions	pcSizes	minX	maxX	numX	minY	maxY	numY	traces	numEpisodes	run_id
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	0
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	1
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	2
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	3
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	4
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	5
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	6
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	7
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	8
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	9
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	10
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	11
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	12
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	13
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	14
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	15
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	16
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	17
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	18
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	19
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	20
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	21
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	22
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	23
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	24
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	25
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	26
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	27
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	28
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	29
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	30
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	31
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7	7000	32
