config	experiment	group	mazeFile	numStartingPositions	pcSizes	minX	maxX	numX	minY	maxY	numY	traces	numEpisodes
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.0	700
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.1	700
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.2	700
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.30000000000000004	700
c4	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.4	700
c5	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.5	700
c6	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.6000000000000001	700
c7	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.7000000000000001	700
c8	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.8	700
c9	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.04	-1.084390243902439	1.084390243902439	40	-1.484	1.484	54	0.9	700
c10	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.08	-1.0676190476190477	1.0676190476190477	20	-1.4671428571428573	1.4671428571428573	27	0.0	700
c11	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.08	-1.0676190476190477	1.0676190476190477	20	-1.4671428571428573	1.4671428571428573	27	0.1	700
c12	experiments/setups/experiment_1.xml	g1	experiments/mazes/M1.xml	7	0.08	-1.0676190476190477	1.0676190476190477	20	-1.4671428571428573	1.4671428571428573	27	0.2	700
