config	experiment	group	mazeFile	numStartingPositions	pcSizes	minX	maxX	numX	minY	maxY	numY	traces	numEpisodes
c52	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.2,0.2	70000
c53	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.3,0.3	70000
c54	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.4,0.4	70000
c55	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.5,0.5	70000
c56	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.6,0.6	70000
c57	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.7,0.7	70000
c58	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.8,0.8	70000
c59	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.9,0.9	70000
c60	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.0,0.0	70000
c61	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.1,0.1	70000
c62	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.2,0.2	70000
c63	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.3,0.3	70000
c64	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.4,0.4	70000
c65	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.5,0.5	70000
c66	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.6,0.6	70000
c67	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.7,0.7	70000
c68	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.8,0.8	70000
c69	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.4,0.16	-1.0,-0.11000000000000001	1.0,0.31000000000000005	5,3	-1.4249999999999998,0.9786666666666666	1.4249999999999998,1.4213333333333333	7,3	0.9,0.9	70000
c70	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.0,0.0	70000
c71	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.1,0.1	70000
c72	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.2,0.2	70000
c73	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.3,0.3	70000
c74	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.4,0.4	70000
c75	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.5,0.5	70000
c76	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.6,0.6	70000
c77	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.7,0.7	70000
c78	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.8,0.8	70000
c79	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.44,0.16	-0.924,-0.11000000000000001	0.924,0.31000000000000005	4,3	-1.3857142857142857,0.9786666666666666	1.3857142857142857,1.4213333333333333	6,3	0.9,0.9	70000
c80	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.0,0.0	70000
c81	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.1,0.1	70000
c82	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.2,0.2	70000
c83	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.3,0.3	70000
c84	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.4,0.4	70000
c85	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.5,0.5	70000
c86	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.6,0.6	70000
c87	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.7,0.7	70000
c88	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.8,0.8	70000
c89	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.48,0.16	-0.9480000000000001,-0.11000000000000001	0.9480000000000001,0.31000000000000005	4,3	-1.4142857142857141,0.9786666666666666	1.4142857142857141,1.4213333333333333	6,3	0.9,0.9	70000
c90	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.0,0.0	70000
c91	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.1,0.1	70000
c92	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.2,0.2	70000
c93	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.3,0.3	70000
c94	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.4,0.4	70000
c95	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.5,0.5	70000
c96	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.6,0.6	70000
c97	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.7,0.7	70000
c98	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.8,0.8	70000
c99	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.52,0.16	-0.972,-0.11000000000000001	0.9720000000000001,0.31000000000000005	4,3	-1.4428571428571428,0.9786666666666666	1.4428571428571428,1.4213333333333333	6,3	0.9,0.9	70000
c100	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.0,0.0	70000
c101	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.1,0.1	70000
c102	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.2,0.2	70000
c103	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.3,0.3	70000
c104	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.4,0.4	70000
c105	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.5,0.5	70000
c106	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.6,0.6	70000
c107	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.56,0.16	-0.9960000000000001,-0.11000000000000001	0.9960000000000001,0.31000000000000005	4,3	-1.4714285714285715,0.9786666666666666	1.4714285714285715,1.4213333333333333	6,3	0.7,0.7	70000
