config	experiment	group	mazeFile	numStartingPositions	pcSizes	minX	maxX	numX	minY	maxY	numY	traces	numEpisodes
c0	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.0,0.0	70000
c1	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.1,0.1	70000
c2	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.2,0.2	70000
c3	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.3,0.3	70000
c4	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.4,0.4	70000
c5	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.5,0.5	70000
c6	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.6,0.6	70000
c7	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.7,0.7	70000
c8	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.8,0.8	70000
c9	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.16	-1.05	1.05	11	-1.4525	1.4525	15	0.9,0.9	70000
c10	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.0,0.0	70000
c11	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.1,0.1	70000
c12	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.2,0.2	70000
c13	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.3,0.3	70000
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.4,0.4	70000
c15	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.5,0.5	70000
c16	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.6,0.6	70000
c17	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.7,0.7	70000
c18	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.8,0.8	70000
c19	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.2,0.16	-1.04,-0.11000000000000001	1.04,0.31000000000000005	9,3	-1.457142857142857,0.9786666666666666	1.457142857142857,1.4213333333333333	13,3	0.9,0.9	70000
c20	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.0,0.0	70000
c21	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.1,0.1	70000
c22	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.2,0.2	70000
c23	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.3,0.3	70000
c24	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.4,0.4	70000
c25	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.5,0.5	70000
c26	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.6,0.6	70000
c27	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.7,0.7	70000
c28	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.8,0.8	70000
c29	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.24,0.16	-1.0050000000000001,-0.11000000000000001	1.0050000000000001,0.31000000000000005	7,3	-1.4236363636363636,0.9786666666666666	1.4236363636363636,1.4213333333333333	10,3	0.9,0.9	70000
c30	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.0,0.0	70000
c31	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.1,0.1	70000
c32	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.2,0.2	70000
c33	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.3,0.3	70000
c34	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.4,0.4	70000
c35	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.5,0.5	70000
c36	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.6,0.6	70000
c37	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.7,0.7	70000
c38	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.8,0.8	70000
c39	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.28,0.16	-0.9857142857142858,-0.11000000000000001	0.9857142857142858,0.31000000000000005	6,3	-1.424,0.9786666666666666	1.424,1.4213333333333333	9,3	0.9,0.9	70000
c40	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.0,0.0	70000
c41	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.1,0.1	70000
c42	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.2,0.2	70000
c43	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.3,0.3	70000
c44	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.4,0.4	70000
c45	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.5,0.5	70000
c46	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.6,0.6	70000
c47	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.7,0.7	70000
c48	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.8,0.8	70000
c49	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.32,0.16	-1.0142857142857145,-0.11000000000000001	1.0142857142857145,0.31000000000000005	6,3	-1.456,0.9786666666666666	1.456,1.4213333333333333	9,3	0.9,0.9	70000
c50	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.0,0.0	70000
c51	experiments/setups/experiment_1.xml	g1	experiments/mazes/M0.xml	7	0.36,0.16	-0.9733333333333334,-0.11000000000000001	0.9733333333333334,0.31000000000000005	5,3	-1.395,0.9786666666666666	1.395,1.4213333333333333	7,3	0.1,0.1	70000
