config	experiment	group	mazeFile	numStartingPositions	pc_files	traces	numEpisodes	numObstacles	run_id
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	65
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	66
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	67
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	68
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	69
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	70
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	71
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	72
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	73
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	74
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	75
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	76
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	77
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	78
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	79
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	80
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	81
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	82
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	83
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	84
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	85
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	86
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	87
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	88
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	89
c14	experiments/setups/experiment_1.xml	g1	experiments/mazes/obstacles/M204.xml	4	experiments/pc_layers/u08.csv	0.8	40000	20	90
