x,y,r
-1.1,-1.5,0.52
-1.0083333333333333,-1.5,0.52
-0.9166666666666667,-1.5,0.52
-0.8250000000000001,-1.5,0.52
-0.7333333333333334,-1.5,0.52
-0.6416666666666667,-1.5,0.52
-0.55,-1.5,0.52
-0.45833333333333337,-1.5,0.52
-0.3666666666666667,-1.5,0.52
-0.275,-1.5,0.52
-0.18333333333333335,-1.5,0.52
-0.09166666666666679,-1.5,0.52
0.0,-1.5,0.52
0.09166666666666679,-1.5,0.52
0.18333333333333335,-1.5,0.52
0.2749999999999999,-1.5,0.52
0.3666666666666667,-1.5,0.52
0.4583333333333335,-1.5,0.52
0.55,-1.5,0.52
0.6416666666666666,-1.5,0.52
0.7333333333333334,-1.5,0.52
0.8250000000000002,-1.5,0.52
0.9166666666666665,-1.5,0.52
1.0083333333333333,-1.5,0.52
1.1,-1.5,0.52
-1.1,-1.411764705882353,0.52
-1.0083333333333333,-1.411764705882353,0.52
-0.9166666666666667,-1.411764705882353,0.52
-0.8250000000000001,-1.411764705882353,0.52
-0.7333333333333334,-1.411764705882353,0.52
-0.6416666666666667,-1.411764705882353,0.52
-0.55,-1.411764705882353,0.52
-0.45833333333333337,-1.411764705882353,0.52
-0.3666666666666667,-1.411764705882353,0.52
-0.275,-1.411764705882353,0.52
-0.18333333333333335,-1.411764705882353,0.52
-0.09166666666666679,-1.411764705882353,0.52
0.0,-1.411764705882353,0.52
0.09166666666666679,-1.411764705882353,0.52
0.18333333333333335,-1.411764705882353,0.52
0.2749999999999999,-1.411764705882353,0.52
0.3666666666666667,-1.411764705882353,0.52
0.4583333333333335,-1.411764705882353,0.52
0.55,-1.411764705882353,0.52
0.6416666666666666,-1.411764705882353,0.52
0.7333333333333334,-1.411764705882353,0.52
0.8250000000000002,-1.411764705882353,0.52
0.9166666666666665,-1.411764705882353,0.52
1.0083333333333333,-1.411764705882353,0.52
1.1,-1.411764705882353,0.52
-1.1,-1.3235294117647058,0.52
-1.0083333333333333,-1.3235294117647058,0.52
-0.9166666666666667,-1.3235294117647058,0.52
-0.8250000000000001,-1.3235294117647058,0.52
-0.7333333333333334,-1.3235294117647058,0.52
-0.6416666666666667,-1.3235294117647058,0.52
-0.55,-1.3235294117647058,0.52
-0.45833333333333337,-1.3235294117647058,0.52
-0.3666666666666667,-1.3235294117647058,0.52
-0.275,-1.3235294117647058,0.52
-0.18333333333333335,-1.3235294117647058,0.52
-0.09166666666666679,-1.3235294117647058,0.52
0.0,-1.3235294117647058,0.52
0.09166666666666679,-1.3235294117647058,0.52
0.18333333333333335,-1.3235294117647058,0.52
0.2749999999999999,-1.3235294117647058,0.52
0.3666666666666667,-1.3235294117647058,0.52
0.4583333333333335,-1.3235294117647058,0.52
0.55,-1.3235294117647058,0.52
0.6416666666666666,-1.3235294117647058,0.52
0.7333333333333334,-1.3235294117647058,0.52
0.8250000000000002,-1.3235294117647058,0.52
0.9166666666666665,-1.3235294117647058,0.52
1.0083333333333333,-1.3235294117647058,0.52
1.1,-1.3235294117647058,0.52
-1.1,-1.2352941176470589,0.52
-1.0083333333333333,-1.2352941176470589,0.52
-0.9166666666666667,-1.2352941176470589,0.52
-0.8250000000000001,-1.2352941176470589,0.52
-0.7333333333333334,-1.2352941176470589,0.52
-0.6416666666666667,-1.2352941176470589,0.52
-0.55,-1.2352941176470589,0.52
-0.45833333333333337,-1.2352941176470589,0.52
-0.3666666666666667,-1.2352941176470589,0.52
-0.275,-1.2352941176470589,0.52
-0.18333333333333335,-1.2352941176470589,0.52
-0.09166666666666679,-1.2352941176470589,0.52
0.0,-1.2352941176470589,0.52
0.09166666666666679,-1.2352941176470589,0.52
0.18333333333333335,-1.2352941176470589,0.52
0.2749999999999999,-1.2352941176470589,0.52
0.3666666666666667,-1.2352941176470589,0.52
0.4583333333333335,-1.2352941176470589,0.52
0.55,-1.2352941176470589,0.52
0.6416666666666666,-1.2352941176470589,0.52
0.7333333333333334,-1.2352941176470589,0.52
0.8250000000000002,-1.2352941176470589,0.52
0.9166666666666665,-1.2352941176470589,0.52
1.0083333333333333,-1.2352941176470589,0.52
1.1,-1.2352941176470589,0.52
-1.1,-1.1470588235294117,0.52
-1.0083333333333333,-1.1470588235294117,0.52
-0.9166666666666667,-1.1470588235294117,0.52
-0.8250000000000001,-1.1470588235294117,0.52
